COMMUNE_NOM,COLL_INSEE,TYPE_EVENEMENT,ANNEE,DATE_EVENEMENT,NOMBRE_EVENEMENT
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940723,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940716,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940702,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940618,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940611,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940604,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940122,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19931220,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930925,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930904,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930904,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930731,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930731,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930717,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930710,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930619,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930612,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930605,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930529,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930424,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1993,19930306,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19921219,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920926,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920905,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920829,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920822,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920808,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920718,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920711,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920704,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920613,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920606,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920418,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920404,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920316,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1992,19920215,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19911227,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19911207,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19911025,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910914,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910831,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910720,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910706,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910629,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910628,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910622,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910615,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910527,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910420,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910406,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910330,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910316,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1991,19910216,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1990,19901020,1
